HS Code,Description,Category
691390,statuettes and other ornamental articles of cer,69
691490,articles of ceramics nes,69
700210,balls glass exc microspheres of no 7018,70
700231,tubes of fused quartz or other fused silica,70
700239,tubes of glass nes,70
700319,cast glass sheets nonwired nes,70
700330,cast glass profiles,70
700490,drawn glass in sheets nes,70
700521,float glass etc in sheets nonwired coloured t,70
700530,float glass etc in sheets wired,70
700711,safety gls toughened tempered for vehiclesai,70
700721,safety glass laminated for vehicles aircraft,70
700800,multiplewalled insulating units of glass,70
700991,glass mirrors unframed,70
701010,ampoules of glass conveyance or packing,70
701110,glass envelopes including bulbstubes for ele,70
701190,glass envelopes including bulbstubes nes,70
701310,glassware of a kind used for table kitchen etc,70
701329,drinking glasses other than glassceramics nes,70
701332,tablekitchenware exc drinking gls ot gls ce,70
701391,glassware nes of lead crystal other than that,70
701400,signalling glswareoptical elements gls ot 70,70
701590,clock or watch glasses etc curvedbent not opti,70
701690,paving blocks etc for buildingconst etc leade,70
701720,laboratory glassware etc of other glass linear,70
701810,glass beads imitation pearls imitation precio,70
701890,articles of glass etc exc jewellery glass eyes,70
701920,woven fabrics including narrow fabrics of glas,70
701932,thin sheets voiles of glass fibres,70
701990,glass fibres including glass wool and article,70
710121,pearls cultured unworked,71
710210,diamonds unsorted whether or not worked,71
710229,diamonds industrial nes excluding mounted or se,71
710239,diamonds nonindustrial nes excluding mounted o,71
710391,rubies sapphires and emeralds further worked t,71
710410,piezoelectric quartz whether or not worked or,71
710490,syn or reconstr precsemiprec stones further w,71
710590,natural or synthetic precious or semiprecious,71
710691,silver in unwrought forms,71
710700,base metals clad with silver not further worke,71
710812,gold in unwrought forms nonmonetary,71
710820,monetary gold,71
711011,platinum unwrought or in powder form,71
711021,palladium unwrought or in powder form,71
711031,rhodium unwrought or in powder form,71
711041,iridium osmium and ruthenium unwrought or in p,71
711100,base metals silver or gold clad with platinum,71
711220,wastescrap of platinumincl mtl clad w plat ex,71
711311,art of jewellery and pts thereof of silver wn,71
711320,art of jewellery and pts thereof of base mtl c,71
711419,art of gold or silversmithsparts of prec mtl,71
711510,catalysts in the form of wire cloth or grill o,71
711610,articles of natural or cultured pearls,71
711711,imitation jewellery cufflinks studs of base m,71
711790,imitation jewellery nes,71
711890,coin nes,71
720120,pig ironnonalloycontaining by wt 05 of p,72
720140,spiegeleisen in primary forms,72
720219,ferromanganese nes,72
720229,ferrosilicon nes,72
720241,ferrochromium containing by weight more than 4,72
720250,ferrosilicochromium,72
720270,ferromolybdenum,72
720291,ferrotitanium and ferrosilicotitanium,72
720293,ferroniobium,72
720310,ferrous products obtained by direct reduction o,72
720410,waste and scrap cast iron,72
720429,waste and scrap of alloy steel other than sta,72
720441,ferrous waste and scrapi or sfrom the mechani,72
720450,remelting scrap ingots of iron or steel,72
720521,powders alloy steel,72
720610,ingots iron or nonalloy steel of a purity of,72
720711,semifin prodinasrectsq crosssect cntg by,72
720719,semifin prod iron or nonalloy steel cntg by,72
720811,flat rlld prod inas in coil hr600mm w,72
720813,flat rlld prod inas in coil hr600mm w 3,72
720821,flat rolled prod inas in coil hr 600mm w,72
720823,flat rlld prod inas in coil hr600mm w 3,72
720831,flat rolled prod inasnichr600mm width,72
720833,flat rlld prod inas nic hr600mm w 475mm,72
720835,flat rolled prod inasnichr600mm wide les,72
720842,flat rolled prod inas not in coil hr 600m,72
720844,flat rolled prod inas not in coil hr 600m,72
720890,flat rolled prod inas not further worked tha,72
720912,flat rlld prod inas in coil cr600mm w 1,72
720914,flat rlld prod inas in coil cr600mm w,72
720922,flat rolled prod inas in coil cr 600mm w,72
720924,flat rlld prod inas in coil cr600mm w l,72
720932,flat rolled prod inas not in coilcr600mm,72
720934,flat rlld prod inas not in coil cr600mm w,72
720942,flat rolled prod inas not in coil cr 600m,72
720944,flat rlld prod inas not in coil cr600mm w,72
721011,flat rolled prodinas plated or coated with t,72
721020,flat rlld prodplated or coated with lead600,72
721039,flat rolled prod inas electro pltd or ctd w,72
721049,flat rolled prod inas plated or coated with,72
721060,flat rolled prod inas plated or coated with,72
721090,flat rolled prod inas clad plated or coated,72
721112,flat rolled prod inas hr 600mm wide 475,72
721121,flat rlld prodinashrrlld on 4 faces150mm,72
721129,flat rolled prod inas hr 600mm wide nes,72
721141,flat rlld prodinascr600mm wide cntg by wt,72
721190,flat rolled prod inas 600mm wide not clad,72
721221,flat rlld prod steel 600mm w 3mm thk myp 2,72
721230,flat rolled prod inas 600mm wide ow plate,72
721250,flat rolled prod inas 600mm wide plated or,72
721310,bars  rods inas hrin irreg wound coilscnt,72
721331,barsrodsinashrin irreg wnd coils of circ c,72
721341,barsrodsinashrof circ cross sect14mm dia,72
721350,barsrodsiron or nonalloy steelhr containing,72
721420,barsrodsinashrhd or hecntg indentribset,72
721440,barsrodsinashot rllddrawnextrudedcntg by,72
721460,bars  rods inas hr hd or he cntg by wght,72
721520,bars  rods inas nfw than cold formed or fin,72
721540,bars  rods inas nfw than cold formed or fin,72
721610,sections ui or hinasnfw than hot rolleddr,72
721622,sectionstinasnfw than hot rllddrawnextrud,72
721632,sectionsiinasnfw than hot rllddrawnextrud,72
721640,sections l or t inas nfw than hot rlld dra,72
721660,angles shapes and sections inas nfw than co,72
721711,wireinaspolished or notbut not plated or co,72
721713,wireinasplated or coated with oth base mtls,72
721721,wire inaspolished or notbut not pltd or ctd,72
721723,wireinaspltd or ctd with oth base mtls nesc,72
721731,wireinaspolished or notbut not pltd or ctd,72
721733,wireinaspltd or ctd with oth base mtls nesc,72
721810,ingots and other primary forms stainless steel,72
721911,flat rlld prodstainless steelhrin coil600,72
721913,flat rlld prod stainless steel hr in coil6,72
721921,flat rlld prod stainless steel hr nic600m,72
721923,flat rlld prod stainless steel hr nic 600m,72
721931,flat rolled prod stainless steel cr 600mm w,72
721933,flat rolled prod stainless steel cr 600mm wi,72
721935,flat rolled prod stainless steel cr 600mm w,72
722011,flat rolled prod stainless steel hr 600mm wi,72
722020,flat rolled prod stainless steel 600mm wide,72
722100,bars  rods stainless steel hot rolled in irr,72
722220,bars  rods stainless steel nfw than cold for,72
722240,angles shapes and sections stainless steel,72
722410,ingots  other primary forms of alloy steel o,72
722510,flat rolled products of siliconelectrical stee,72
722530,flat rlld prod as ot stainless in coils nf,72
722550,flat rlld prod as ot stainless nfw than col,72
722610,flat rolled prod of silicon electrical steel,72
722691,flat rlld prod as ot stainless nfw than hot,72
722699,flat rolled prod as ot stainless 600mm wid,72
722720,bars  rods of silicomanganese steel hr in,72
722810,bars and rods of high speed steel nes,72
722830,barsrodsalloy steelot stainless nfw than ho,72
722850,barsrods as ot stainless not further wkd t,72
722870,angles shapes and sections as ot stainless,72
722910,wire of high speed steel,72
722990,wire of alloy steel ot stainless,72
730120,angles shapes and sections welded iron or st,73
730220,sleepers crossties iron or steel,73
730240,fish plates and sole plates iron or steel,73
730300,tubes pipes and hollow profiles of cast iron,73
730420,casingstubingdrill pipeistsmlsfor use in,73
730439,tubes pipe  hollow profiles i or nas smls,73
730449,tubes pipe  hollow profiles stainless steel,73
730459,tubespipehollow profilesasot stainless s,73
730511,pipelinei or slongitudinally subm arc wldin,73
730519,pipe line i or s intext circ cross sect wl,73
730531,tubes  pipe i or s longitudinally welded ex,73
730590,tubes  pipe i or s riveted or sim closed ex,73
730620,casingtubingi or sweldedriveted or sim clsd,73
730640,tubespipehollow profilesstainless steelweld,73
730660,tubes pipe  hollow profiles is welded of,73
730711,fittings pipe or tube of nonmalleable cast i,73
730721,flanges stainless steel,73
730723,fittings butt welding stainless steel,73
730791,flanges iron or steel nes,73
730793,fittings but welding iron or steel nes,73
730810,bridges and bridge sections iron or steel,73
730830,doors windows and their frames and thresholds,73
730890,structures and parts of structuresi or s,73
731010,tanks casks drums cans boxes contr i o,73
731029,cans iron or steel capacity 50 litres nes,73
731210,stranded wireropes and cables of iron or steel,73
731300,wirebarbedtwisted hoopsingle flat or twisted,73
731419,woven products iron or steel other than stain,73
731430,grill netting fencing iron or steel welded,73
731442,grill netting fencing iron or steel coated,73
731450,expanded metal iron or steel,73
731512,chain articulated link iron or steel nes,73
731520,chain skid iron or steel,73
731582,chain welded link iron or steel nes,73
731590,chain parts iron or steel nes,73
731700,nails staples  sim art i or sexcl art of he,73
731812,screws wood iron or steel nes,73
731814,screws selftapping iron or steel,73
731816,nuts iron or steel nes,73
731821,washers spring or lock iron or steel,73
731823,rivets iron or steel,73
731829,nonthreaded articles of iron or steel nes,73
731920,pins safety iron or steel,73
731990,articles for use in the hand i or s similar t,73
732020,springs helical iron or steel,73
732111,cooking appliancesplate warmers for gas fuel o,73
732113,cooking appliances  plate warmers for solid fu,73
732182,household or camping appliancesisfor htg or,73
732190,appliance parts clearly identifiable as for hou,73
732219,radiators and parts thereof iron or steel oth,73
732310,iron or steel woolincl pot scourerspolishing,73
732392,table kitchen or other household art  parts,73
732394,table kitchen or other household art  parts t,73
732410,sinks and wash basins stainless steel,73
732429,baths iron or steel nes,73
732510,cast articles of nonmalleable cast iron nes,73
732599,articles of iron or steel cast nes,73
732619,articles of iron or steel forged or stamped b,73
732690,articles iron or steel nes,73
740120,cement copper precipitated copper,74
740311,copper cathodes and sections of cathodes unwrou,74
740313,billets copper unwrought,74
740321,copperzinc base alloys unwrought,74
740323,coppernickel base alloys or coppernickelzinc,74
740400,waste and scrap copper or copper alloy,74
740610,powders copper of nonlamellar structure,74
740710,bars rods and profiles of refined copper,74
740722,barsrods and profiles of coppernickel or copp,74
740811,wire of refined copper of which the max cross s,74
740821,wire copperzinc base alloy,74
740829,wire copper alloy nes,74
740919,platesheetstrip of refined coppernot in coil,74
740929,platesheetstrip of copperzinc base alloysno,74
740939,platesheetstrip of coppertin base alloysnot,74
740990,plate sheet  strip of copper alloy nes,74
741012,foil copper alloy not backed,74
741022,foil copper alloy backed,74
741121,pipes and tubes copperzinc base alloy,74
741129,pipes and tubes copper alloy nes,74
741220,fittings pipe or tube copper alloy,74
741410,endless bands of copper wire for machinery,74
741510,nails tacks drawing pinsstaples  sim art of,74
741529,art of coppernot threadednessimilar to thos,74
741532,screws bolts and nuts of copper excluding wood,74
741600,springs copper,74
741810,table kitchen or other household articles and,74
741910,chain and parts thereof of copper,74
741999,articles of copper nes,74
750120,nickel oxide sinters and other intermediate pro,75
750220,nickel unwrought alloyed,75
750400,powders and flakes nickel,75
750512,bars rods and profiles nickel alloy,75
750522,wire nickel alloy,75
750620,plates sheet strip and foil nickel alloy,75
750712,tubes and pipe nickel alloy,75
750800,articles of nickel nes,75
760120,aluminium unwrought alloyed,76
760310,powders aluminium of nonlamellar structure,76
760410,bars rods and profiles aluminium not alloyed,76
760429,bars rods and other profiles aluminium alloye,76
760519,wirealuminiumnot alloyedwith a max cross sec,76
760529,wire aluminium alloy with a maximum cross sec,76
760612,plate sheet or strip aluminium alloy rect or,76
760692,plate sheet or strip aluminium alloy exceedi,76
760719,foil aluminium not backed and not exceeding 0,76
760810,tubes and pipe aluminium not alloyed,76
760900,fittingspipe or tubealuminiumfor example cou,76
761090,structurespartsalumeg platerods etcfor str,76
761210,containers collapsible tubular aluminium,76
761300,containers aluminium for compressed or liquef,76
761490,stranded wirecablesplaited bands and like or,76
761520,sanitary wareparts thereofaluminium for the k,76
761690,articles of aluminium nes for example casting,76
780191,lead unwrought containing by wt antimony as th,78
780200,lead waste and scrap,78
780411,lead sheets strip and foil of a thickness exc,78
780420,lead powders and flakes,78
780600,articles of lead nes,78
790112,zinc not alloyed unwrought containing by weight,79
790200,zinc waste and scrap,79
790390,zinc powders and flakes,79
790500,zinc plates sheets strip and foil,79
790710,zinc fabricated building componentsex gutters,79
800120,tin alloys unwrought,80
800300,tin bars rods profiles and wire,80
800510,tin foil wn printed or backed of a thickness,80
800600,tin pipes or tubes and fittings for exampleco,80
810191,tungsten wolfram unwroughtincluding barsrod,81
810193,wire tungsten wolfram,81
810210,powders molybdenum,81
810292,molybdenum profilesplatesheetstrip or foili,81
810299,molybdenum and articles thereof nes,81
810390,tantalum and articles thereof nes,81
810419,magnesium unwrought nes,81
810430,magnesium raspingsturnings or granules graded,81
810510,cobaltunwroughtmatte and oth intermediate pro,81
810600,bismuth and articles thereof including waste a,81
810790,cadmium and articles thereof nes,81
810890,titanium and articles thereof nes,81
810990,zirconium and articles thereof nes,81
811100,manganese and articles thereof including waste,81
811219,beryllium and articles thereof nes,81
811230,germanium and articles thereof including waste,81
811291,galliumhafniumindiumniobiumrhenium or thall,81
811300,cermets and articles thereof including waste a,81
820120,forks,82
820140,aces bill hooks and similar hewing tools,82
820160,hedge shears twohanded pruning shears and sim,82
820210,hand saws,82
820231,circular saw blades with working part of steel,82
820240,chain saw blades,82
820299,stone cutting saw blades friction discs for cu,82
820320,pliers including cutting pliers pincers twe,82
820340,pipecutters bolt croppers perforating punche,82
820412,wrenches handoperated with adjustable jaws,82
820510,drilling threading or tapping tools,82
820530,planes chisels gouges and similar cutting too,82
820551,curling irons cork screws nutcrackers and ot,82
820560,blow torches,82
820580,anvils portable forges and hand or pedalopera,82
820600,tools of two or more of the heading nos 8202 t,82
820712,rock drilling or earth boring tools with workin,82
820730,tools for pressing stamping or punching,82
820750,tools for drilling other than for rock drillin,82
820770,tools for milling,82
820790,screwdriver bits lapping tools and other inter,82
820820,knives and blades for machines or mechanical ap,82
820840,knives and blades for agricultural horticultur,82
820900,plates tips and the like for tools of sintered,82
821110,sets of different knives or sets of different a,82
821192,butchers knives hunting knives and other kniv,82
821194,blades for knives of hd 821110 to 821194,82
821220,safety razor blades including razor blade blan,82
821300,scissors tailors shears and similar shears a,82
821420,manicure or pedicure sets and instruments incl,82
821510,tableware sets containing at least one article,82
821591,tableware articles not in sets plated with prec,82
830120,locks of a kind used for motor vehicles of base,83
830140,locks of base metal nes,83
830160,lock partsincluding parts of clasps or frames,83
830210,hinges of base metal,83
830230,mountingsfittings and similar art of base mtl,83
830242,mountings fittings and similar articles of bas,83
830250,hatracks hatpegs brackets and similar fixtu,83
830300,safessafe deposit lockerscashdeep or strong,83
830510,fitting for looseleaf binders or files of base,83
830590,letter cornersletter or paper clips and simila,83
830621,statuettes and other ornaments plated with prec,83
830630,photograph picture or similar frames and mirr,83
830790,tubing flexible with or without fittings of,83
830820,rivetstubular or bifurcatedof base mtl for cl,83
830910,corks crown of base metal,83
831000,lettersnumberssign plates art of base mtl,83
831120,wire cored of base metal for electric arc we,83
831190,electrodes prod of base mtlmtl carbdnesf,83
840120,machinery and apparatus for isotopic separation,84
840140,parts of nuclear reactors,84
840212,watertube boilers with a steam production not e,84
840220,superheated water boilers,84
840310,central heating boilers nes,84
840410,auxiliary plant for use with steam or vapour ge,84
840490,parts for auxiliary plant  condenser for steam,84
840590,parts of prod gas or wat gas genacetylene gas,84
840619,steam and vapour turbines nes,84
840710,aircraft engines sparkignition reciprocating,84
840729,marine engines nes of the sparkignition recipr,84
840732,engines sparkignition reciprocating displaci,84
840734,engines sparkignition reciprocating displacin,84
840810,marine propulsion engines diesel,84
840890,engines diesel nes,84
840991,parts for sparkignition type engines nes,84
841011,hydraulic turbines  water wheels of a power no,84
841013,hydraulic turbines and water wheels of a power,84
841111,turbojets of a thrust not exceeding 25 kn,84
841121,turbopropellers of a power not exceeding 1100,84
841181,gas turbines nes of a power not exceeding 5000,84
841191,parts of turbojets or turbopropellers,84
841210,reaction engines nes other than turbo jets,84
841229,hydraulic power engines  motors nes,84
841239,pneumatic power engines  motors nes,84
841290,parts of hydraulic  pneumatic  other power en,84
841319,pumps fitted or designed to be fitted with a me,84
841330,fuel lubricating or cooling medium pumps for i,84
841350,reciprocating positive displacement pumps nes,84
841370,centrifugal pumps nes,84
841382,liquid elevators,84
841392,parts of liquid elevators,84
841420,hand or footoperated air pumps,84
841440,air compressors mounted on a wheeled chassis fo,84
841459,fans nes,84
841480,air or gas compressors hoods,84
841510,air conditioning machines window or wall types,84
841582,air cond mach nes inc a refrigerating unit,84
841590,parts of air conditioning machines,84
841620,furnace burners nes including combination burn,84
841690,parts of furnace burnersmech stokers gratesas,84
841720,bakery ovens including biscuit ovens nonelec,84
841790,parts of industrial or lab furnaces  ovens inc,84
841821,refrigerators household type compressiontype,84
841829,refrigerators household type nes,84
841840,freezers of the upright type not exceeding 900,84
841861,compression type refrigrting or freez equip who,84
841891,furniture designed to receive refrigerating or,84
841911,instantaneous gas water heaters,84
841920,medical surgical or laboratory sterilizers,84
841932,dryers for wood paper pulp paper or paperboar,84
841940,distilling or rectifying plant,84
841960,machinery for liquefying air or other gases,84
841989,machinery plant or laboratory equip for treat,84
842010,calendering or rolling machines excluding for,84
842099,parts of calendering or rolling mach nes exclu,84
842112,clothesdryers centrifugal,84
842121,filtering or purifying machinery and apparatus,84
842123,oil or petrolfilters for internal combustion e,84
842131,intake air filters for internal combustion engi,84
842191,parts of centrifuges including centrifugal dry,84
842211,dish washing machines of the hh type,84
842220,machinery for cleaning or drying bottles or con,84
842240,packing or wrapping machinery nes,84
842310,personal weighing machines including baby scal,84
842330,constant weight scales including hopper scales,84
842382,weighing machinery having a maximum weighing ca,84
842390,weighing machine weights of all kinds parts of,84
842420,spray guns and similar appliances,84
842481,mech appl for projdisp or spraying liquids or,84
842490,pts of mech app handop or not for projdisp,84
842519,pulley tacklehoists nes exc skip hoists or ho,84
842531,winches or capstans nes powered by electric mot,84
842541,builtin jacking systems of a type used in gara,84
842549,jacks  hoists nes,84
842612,mobile lifting frames on tyres and straddle car,84
842620,tower cranes,84
842641,derrickscranes or works trucks fitted with a c,84
842691,cranes designed for mounting on road vehicles,84
842710,selfpropelled works trucks powered by an elect,84
842790,trucks fitted with lifting or handling equipmen,84
842820,pneumatic elevators and conveyors,84
842832,contaction elevatorsconveyors for goodsmat,84
842839,contaction elevatorsconveyors for goodsmat n,84
842850,wagon handling equipment,84
842890,lifting handling loading or unloading machine,84
842919,bulldozers and angledozers wheeled,84
842930,scrapers selfpropelled,84
842951,front end shovel loaders,84
842959,selfpropelled excavating machinery nes,84
843020,snowploughs and snowblowers not selfpropell,84
843039,coal or rock cutters not selfpropelled,84
843049,boring or sinking machinery nes not selfprope,84
843061,tamping or compacting machinery not selfprope,84
843069,construction equipment not selfpropelled nes,84
843120,parts of forklift and other works trucks fitte,84
843139,parts of lifting handling loading or unloadin,84
843142,bulldozer and angledozer blades,84
843149,parts of cranes worktrucks shovels and othe,84
843221,disc harrows,84
843230,seeders planters and transplanters,84
843280,rollers stoneremovers and oth soil preparatio,84
843311,mowers powered lawn with horizontal cutting,84
843320,mowers for hay etc including cutter bars for tr,84
843340,straw or fodder balers including pickup baler,84
843352,threshing machinery nes,84
843359,harvesting machinery nes,84
843390,parts of harvesting threshing and oth agricult,84
843420,dairy machinery,84
843510,presses crushers  mach used in the mfg of,84
843610,machinery for preparing animal feeding stuffs,84
843629,poultrykeeping machinery nes,84
843691,parts of poultrykeeping machinery,84
843710,machines for cleaningsorting or grading seedg,84
843790,pts of cleansort mach etc for seedgrn millw,84
843820,machinery for the manufacture of confectionary,84
843840,brewery machinery,84
843860,machinery for the preparation of fruits nuts o,84
843890,pts of mach for the ind prepmfr of food etc ex,84
843920,machinery for making paper or paperboard,84
843991,parts of mach for making pulp of fibrous cellul,84
844010,bookbinding machinery including booksewing m,84
844110,cutting machines for paper pulp paper or paper,84
844130,mach for making boxes or sim cont of paper or,84
844180,machinery for making up paper pulp paper or pa,84
844210,phototypesetting and composing machines,84
844230,mach app  equip for preparing or making printi,84
844250,printing typeblocksplatescylindersoth print,84
844312,sheet fed office type sheet size not exc22x3,84
844321,reel fed letterpress printing mach exc flexogra,84
844330,flexographic printing machinery,84
844350,printing machinery nes,84
844390,parts of printing machinery  machines for uses,84
844511,textile carding machines,84
844513,textile drawing or roving machines,84
844520,textile spinning machines,84
844540,textile winding including weftwinding or ree,84
844610,machines for weaving fabrics of a width not exc,84
844629,machines for weaving fabrics of a width exceedi,84
844711,circular knitting machines with cylinder diamet,84
844720,flat knitting machines stitchbonding machines,84
844811,dobbiesjacquardscard reducing for use with m,84
844820,pts  access of mach of hdg no 8444 or of thei,84
844832,ptsaccess of mach for prep text fibexc card,84
844839,pts  access of mach of heading no 8445 or of,84
844842,reeds for looms healds  healdframes for weav,84
844851,sinkersneedlesoth art used in form stitches,84
844900,mach for the mfr or fin of felt or nwov in the,84
845012,washing machines of a dry linen capacity 10kg,84
845020,household or laundrytype washing mach of a dry,84
845110,drycleaning machines ot hdg no 8450,84
845129,drying machines ot no 8450 nes,84
845140,washing bleaching or dyeing machines ot mach,84
845180,mach for wringdressfinishingcoating or impre,84
845210,household type sewing machines,84
845229,sewing machines other than booksewing machine,84
845240,furniture bases and covers for sewing machines,84
845310,machinery for preparingtanning or working hide,84
845380,mach for making or repair art of hidesskins or,84
845410,converters used in metallurgy or metal foundrie,84
845430,casting machines used in metallurgy or metal fo,84
845510,tube mills metal rolling,84
845522,cold metal rolling mills,84
845590,parts of metal rolling mills  rolls,84
845620,machtls for work any mat by rem of mat optd by,84
845690,machtls for work any mat by rem of mat optd by,84
845720,unit construction machines single sta for wor,84
845811,horizontal lathes numerically controlled for re,84
845891,lathes nes numerically controlled for removing,84
845910,waytype unit head mches for removing metal,84
845929,drilling mches nes for removing metal,84
845939,boringmilling mches nes for removing metal,84
845951,milling mach kneetype numerically controlled,84
845961,milling machines nes numerically controlled fo,84
845970,threading or tapping machines nes for removing,84
846019,flsurf grinding mach where the pos of one axis,84
846029,grinding mach where pos of one axis to an acc t,84
846039,sharpening tool or cutter grinding mach nes f,84
846090,machtools for deburring polishing etc for fin,84
846120,shaping or slotting machines by removing metal,84
846140,gear cutting gear grinding or gear finishing m,84
846190,filing or engraving machot those of hdg 8459,84
846221,bending folding stgting or flattening mach inc,84
846231,shearing mach inc presses ot combined punch,84
846241,punchingnotching mach including comb punchshe,84
846291,hydraulic presses for working metal,84
846310,drawbenches for barstubesprofiles wire or th,84
846330,machines for working metal wire,84
846410,sawing mach for wrkg stoneceramconcrasbceme,84
846490,machtls for wrkg stonceramconcrasbcement e,84
846591,sawing machines for working woodcork bonehar,84
846593,grindingsanding or polishing mach for working,84
846595,drilling or morticing mach for wrkg wood cork,84
846599,machtls for working wodcrkbnehrd rubberhrd,84
846620,work holders for use with mach of hdg 8456 to,84
846691,parts and accessories nes for use on machines o,84
846693,parts and accessories nes for use on machines o,84
846711,tools for working in the hand pneumatic rotary,84
846781,chain saws,84
846791,chain saw parts,84
846799,hand tools nes parts of,84
846820,gasoperated machinery for welding nes,84
846890,welding machinery parts,84
846921,typewriters electric weighing not more than 1,84
846931,typewriters nonelectric weighing not more th,84
847010,electronic calculators capable of oper without,84
847029,electronic calculating machines nes,84
847040,accounting machines,84
847090,postage franking mchy ticketissuing mchy etc i,84
847120,digital auto data process mach cntg in the same,84
847192,input or output units whether or not presented,84
847199,automatic data processing machines and units th,84
847220,addressing machines and address plate embossing,84
847290,office machines nes,84
847321,parts and accessories of electronic calculating,84
847330,parts and accessories of automatic data process,84
847410,sortingscreeningseparating or washing mach fo,84
847431,concrete or mortar mixers,84
847439,mixing or kneading machines nes for earth or ot,84
847490,pts of sortingscreeningmixingcrushinggrindi,84
847520,machines for manufacturing or hot working glass,84
847611,automatic gdsvending mach incorporating heatin,84
847690,parts of automatic goodsvending machine,84
847720,extruders for working rubber or plastics nes,84
847740,vacuum mld mach  other thermoforming mach to w,84
847759,mach for moulding or otherwise forming rubber o,84
847790,pts of mach for wrkg rubber or plas or for the,84
847890,parts of machinery for preparing or making up t,84
847920,mach for the extractionprep of animal fixed f,84
847940,rope or cablemaking machines nes having indiv,84
847982,mach for mixingkneadingcrushinggrinding etc,84
847990,parts of machines  mechanical appliances nes h,84
848020,bases mould,84
848041,moulds injection or compression types for met,84
848050,moulds for glass,84
848071,moulds injection or compression types for rub,84
848110,valves pressure reducing,84
848130,valves check,84
848180,taps cocks valves and similar appliances nes,84
848210,bearings ball,84
848230,bearings spherical roller,84
848250,bearings cylindrical roller nes,84
848291,balls needles and rollers for bearings,84
848310,transmission shafts and cranks including cam s,84
848330,bearing housingsnot incorporating ballroller,84
848350,flywheels and pulleys including pulley blocks,84
848390,parts of power transmission equipment or oth gd,84
848490,gasket sets consisting of gaskets of different,84
848590,machinery parts nonelectrical nes,84
850120,universal acdc motors of an output exceeding 3,85
850132,dc motorsdc generatorsof an output exceeding,85
850134,dc motors dc generators of an output exceedin,85
850151,ac motors multiphase of an output not exceed,85
850153,ac motors multiphase of an output exceeding,85
850162,ac generators of an output exceeding 75 kva bu,85
850164,ac generators of an output exceeding 750 kva,85
850212,generating setsdiesel or semidiesel exceeding,85
850220,generating sets with sparkignition internal co,85
850240,electric rotary converters,85
850410,ballasts for discharge lamps or tubes,85
850422,liq dielectric transf having a power handling c,85
850431,transformers electric power handling capacity n,85
850433,transformers electric power handling capacity,85
850440,static converters nes,85
850490,parts of electrical transformers static conver,85
850519,permanent magnets and articles intended to beco,85
850530,electromagnetic lifting heads,85
850611,manganese dioxide primary cellsbatt of an exte,85
850613,silver oxide primary cellsbatteries of an exte,85
850620,primary cells and primary batteries of an exter,85
850710,leadacid electric accumulators of a kind used,85
850730,nickelcadmium electric accumulators,85
850780,electric accumulators nes,85
850810,drills handheld with selfcontained electric,85
850880,tools nes handheld with selfcontained elec,85
850910,domestic vacuum cleaners,85
850930,domestic kitchen waste disposers,85
850980,electromechanical domestic applianceswith sel,85
851010,shavers with selfcontained electric motor,85
851090,parts of shavers and hair clippers with selfc,85
851120,ignition magnetos magnetogenerators and magne,85
851140,starter motors,85
851180,glow plugs and other ignition or starting equip,85
851210,lighting or signalling equipment of a kind used,85
851230,sound signalling equipment,85
851290,parts of electrical lighting signalling and de,85
851390,parts of portable elect lamps designed to funct,85
851420,industriallaboratory electric induction or die,85
851440,industriallaboratory electric induction or die,85
851511,electric soldering irons  guns,85
851521,electric machapp for resistance welding of met,85
851531,elec machapp for arc inc plasma arc welding,85
851580,electriclaserultrasonic mach for weldcut nes,85
851610,electric instantaneous or storage water heaters,85
851629,electric space heating apparatus and electric s,85
851632,electrothermic hairdressing apparatus nes,85
851640,electric smoothing irons,85
851660,ovens cookerscooking platesboiling ringsgri,85
851672,electrothermic toasters domestic,85
851680,electric heating resistors,85
851710,telephone sets,85
851730,telephonic or telegraphic switching apparatus,85
851781,telephonic apparatus nes,85
851790,parts of electrical apparatus for line telephon,85
851821,single loudspeakers mounted in the same enclos,85
851829,loudspeakers nes,85
851840,audiofrequency electric amplifiers,85
851890,parts of microphonesloudspeakersheadphonesea,85
851921,recordplayers without loudspeaker nes,85
851931,turntables with automatic record changing mecha,85
851940,transcribing machines,85
851999,sound reproducing apparatus not incorporating,85
852020,telephone answering machines,85
852039,magnetic tape recorders incorporating sound rep,85
852110,video recording or reproducing apparatus magnet,85
852210,pickup cartridges,85
852311,unrecorded magnetic tapes of a width not excee,85
852313,unrecorded magnetic tapes of a width exceeding,85
852390,prepared unrecorded media for sound recording o,85
852421,recorded magnetic tapes of a width not exceedi,85
852423,recorded magnetic tapes of a width exceeding 6,85
852510,transmission apparatus for radioteleph radiob,85
852530,television cameras,85
852691,radio navigational aid apparatus,85
852711,radio broad rece capable of op wo an external,85
852721,radio rece not capable of op wo ext source of,85
852731,radio broad rece combined with sound recordrep,85
852739,radiobroadcast receivers nes,85
852810,television receivers including video monitors a,85
852910,aerials and aerial reflectors of all kinds par,85
853010,electrical signallingsafety or traffic control,85
853090,parts of electrical signalling safety or traff,85
853120,indicator panels incorporating liquid crystal d,85
853190,parts of electric sound or visual signalling ap,85
853221,electrical capacitors fixed tantalum nes,85
853223,electrical capacitors fixed ceramic dielectri,85
853225,electrical capacitors fixed dielectric of pap,85
853230,electrical capacitors variable or adjustable,85
853310,electrical resistors fixed carbon composition,85
853329,electrical resistors fixed other than heating,85
